bgg_id,score,score_weighted,rank_weighted,rank
161936,39.2378,39.128,1,1
174430,39.1084,38.3528,3,2
167791,38.9546,38.4093,2,3
169786,31.5296,30.2307,5,4
182028,29.7253,30.8027,4,5
233078,27.9731,26.5854,9,6
224517,27.5638,29.0121,6,7
187645,27.1029,26.5235,10,8
162886,27.093,25.4988,12,9
291457,26.8841,26.8185,7,10
115746,26.2485,25.9734,11,11
12333,26.1746,26.717,8,12
120677,25.7683,24.9383,16,13
31260,25.0777,25.2889,13,14
220308,24.6816,25.2123,14,15
193738,24.4899,25.15,15,16
266192,24.1705,22.6311,19,17
96848,24.0122,22.977,18,18
84876,23.7628,24.0457,17,19
173346,22.9703,21.4352,23,20
102794,22.6003,21.5903,22,21
205637,22.2158,21.5975,21,22
3076,22.149,22.016,20,23
177736,21.0233,20.8701,25,24
183394,20.8233,19.898,26,25
463,20.6515,19.5514,29,26
36218,20.1976,19.0784,31,27
237182,20.0451,19.5182,30,28
72125,19.9965,18.3737,36,29
37111,19.7399,18.1498,39,30
124742,19.7203,18.8163,34,31
28720,19.6712,21.1117,24,32
110327,19.6267,16.5209,47,33
170216,19.5532,18.351,37,34
521,19.27,19.662,27,35
28143,19.2134,18.9817,32,36
167355,19.0673,16.9139,44,37
180263,18.8766,18.9143,33,38
124361,18.6369,19.584,28,39
205059,18.3894,17.4367,41,40
12493,18.3099,17.2133,42,41
2651,18.2801,18.4443,35,42
55690,17.8726,16.8928,45,43
68448,17.8415,16.0811,49,44
221107,17.4461,18.2545,38,45
164153,17.2596,15.9283,51,46
200680,17.2208,17.557,40,47
40834,16.953,16.0834,48,48
30549,16.804,15.3914,53,49
146021,16.7738,14.9162,59,50
39463,16.661,15.0509,56,51
199792,16.4812,14.9767,57,52
171,16.3156,14.9009,60,53
164928,16.2463,17.1625,43,54
175914,16.1733,16.6609,46,55
121921,16.0207,15.211,55,56
188,15.9275,14.6158,61,57
316554,15.3835,15.483,52,58
128882,15.2644,13.9353,64,59
25613,15.2605,15.9716,50,60
62219,15.0058,15.2778,54,61
209010,14.7633,14.0011,63,62
35677,14.0113,14.9689,58,63
126163,13.8245,13.8193,65,64
178900,13.6121,13.2334,66,65
266507,13.2894,14.2885,62,66
205896,13.2473,12.3869,68,67
230802,12.9012,11.5686,76,68
264220,12.7925,12.0291,72,69
150376,12.7629,10.7894,83,70
146508,12.5652,12.1819,70,71
103343,12.4794,11.2544,77,72
246900,12.457,13.1986,67,73
188834,12.3655,10.6082,84,74
285774,12.2095,11.9945,73,75
185343,11.9719,12.3276,69,76
201808,11.9095,10.007,96,77
77423,11.872,10.9221,81,78
82222,11.8684,11.0428,79,79
42,11.7801,12.0743,71,80
104162,11.7147,10.4486,87,81
155821,11.6987,10.3878,90,82
157354,11.6726,10.6069,85,83
2511,11.6703,11.0126,80,84
822,11.5528,10.2564,91,85
31481,11.3419,10.4127,88,86
14996,11.306,9.78862,99,87
132531,11.1861,10.5951,86,88
284083,11.049,11.9537,74,89
209418,10.8915,10.1106,93,90
9209,10.8399,9.65915,100,91
15987,10.7802,9.61207,101,92
314040,10.4957,11.603,75,93
93,10.3684,11.1869,78,94
244521,10.3209,9.54674,103,95
34635,10.3096,9.18634,107,96
18602,10.2682,10.793,82,97
269385,10.2364,9.83645,98,98
147020,10.2352,8.53945,117,99
41114,10.2299,9.19489,106,100
161970,10.0793,9.19593,105,101
103885,10.0684,9.25668,104,102
13,10.0148,8.42412,120,103
215,9.93462,10.2125,92,104
216132,9.84152,10.0275,95,105
192135,9.78023,10.0668,94,106
9609,9.57697,9.92204,97,107
159675,9.39029,10.4074,89,108
148228,9.38955,7.66701,137,109
92828,9.27701,8.56724,115,110
191189,9.09329,8.77019,112,111
39856,9.09278,8.40312,121,112
128621,8.99931,8.98554,110,113
43111,8.88502,8.38912,122,114
312484,8.8766,9.14096,108,115
198928,8.83693,8.55873,116,116
10630,8.80592,8.31823,124,117
125153,8.72451,9.587,102,118
31627,8.57515,7.96184,132,119
1115,8.43588,8.04829,130,120
129437,8.26052,7.31932,145,121
147949,8.20094,7.42654,140,122
171623,8.0748,8.35894,123,123
176189,8.06591,6.83768,153,124
63888,8.06355,8.03491,131,125
223321,8.06084,8.13625,128,126
146652,7.96035,7.38981,141,127
286096,7.93406,7.74384,133,128
127023,7.92839,7.3289,144,129
38453,7.9218,7.57426,138,130
163412,7.8777,7.15416,148,131
188920,7.87535,7.34071,142,132
129622,7.80718,6.4741,161,133
184267,7.78619,8.6987,114,134
122515,7.78208,8.76243,113,135
73439,7.77234,8.15955,127,136
276025,7.75261,8.96381,111,137
247763,7.74267,9.0487,109,138
139976,7.731,7.46284,139,139
251247,7.57954,8.52718,118,140
483,7.56814,6.93053,152,141
175155,7.54649,7.33396,143,142
283355,7.4658,7.08705,149,143
161533,7.39713,8.48801,119,144
233371,7.38268,6.74269,155,145
10547,7.24763,5.66768,190,146
171131,7.24404,6.28381,166,147
155873,7.21312,8.20794,125,148
163068,7.15228,7.7119,135,149
50381,7.11277,6.38928,163,150
102680,6.96085,7.72117,134,151
4098,6.95902,8.16076,126,152
34119,6.9536,5.94246,176,153
256960,6.90216,7.70927,136,154
256916,6.88251,8.10219,129,155
54998,6.851,5.89543,180,156
229853,6.83289,7.20402,147,157
155068,6.78081,6.20697,169,158
170042,6.75689,6.24451,167,159
102652,6.72806,6.16892,170,160
105134,6.71426,6.50093,160,161
172287,6.71056,5.73887,188,162
253344,6.70799,6.55633,157,163
197376,6.70653,6.39478,162,164
46213,6.68468,6.32285,165,165
144733,6.6577,7.28231,146,166
193037,6.61511,5.76484,186,167
182874,6.58686,6.9494,151,168
40692,6.57868,5.63689,193,169
182631,6.57486,5.84226,182,170
155426,6.56585,5.80593,184,171
2181,6.56304,6.53763,159,172
266810,6.50422,6.75393,154,173
138161,6.48705,5.59395,196,174
17133,6.47648,6.70233,156,175
113924,6.47399,5.5237,200,176
25292,6.44153,5.64692,192,177
194655,6.38175,5.76967,185,178
43015,6.32171,7.00657,150,179
262712,6.25244,6.12411,171,180
225694,6.19099,6.08438,173,181
218417,6.11164,6.55307,158,182
2655,6.0142,5.07389,222,183
19857,5.95973,6.22372,168,184
83330,5.91476,5.08735,219,185
240196,5.91259,5.51837,201,186
181304,5.90367,5.16248,216,187
236457,5.9006,5.29556,206,188
2093,5.87936,5.18184,213,189
148949,5.85214,5.28249,208,190
163745,5.73485,5.27166,209,191
224037,5.71371,6.11954,172,192
189932,5.68741,5.52558,199,193
257499,5.66367,5.18412,212,194
121,5.65353,5.75678,187,195
239188,5.64845,5.64888,191,196
172386,5.55781,6.35942,164,197
12,5.55713,5.9514,175,198
20551,5.53088,5.41932,203,199
183562,5.52424,5.43361,202,200
98778,5.48438,4.93221,225,201
93260,5.47075,5.62955,194,202
59959,5.45854,4.63409,239,203
105551,5.43568,5.35318,205,204
118,5.39546,5.12904,217,205
249259,5.39292,5.29229,207,206
54138,5.38974,5.9009,179,207
101721,5.36294,5.17571,215,208
15985,5.34513,5.60105,195,209
255984,5.33749,5.96707,174,210
181279,5.31752,4.76762,234,211
37046,5.29511,4.73505,235,212
24181,5.29494,5.82093,183,213
252328,5.27989,5.5268,198,214
70149,5.27975,5.93605,177,215
204305,5.24884,5.26997,210,216
45315,5.20034,5.10126,218,217
77130,5.18255,5.08375,220,218
54625,5.17298,5.36998,204,219
163166,5.14285,4.83405,230,220
123260,5.14195,4.61511,240,221
126042,5.12424,5.54169,197,222
281259,5.07403,4.65382,238,223
235802,5.07332,5.68782,189,224
221194,5.07198,4.88716,228,225
266524,5.0074,4.14967,260,226
25821,4.96524,4.34005,249,227
70323,4.92989,4.17811,259,228
175640,4.9277,5.92958,178,229
7854,4.92085,5.25549,211,230
18,4.90479,4.43566,244,231
284378,4.89557,5.88809,181,232
59294,4.89285,4.73254,236,233
15062,4.86782,4.02626,269,234
322708,4.83356,5.17968,214,235
156129,4.79548,4.24552,253,236
182134,4.78822,4.41438,246,237
195421,4.7466,4.78437,233,238
199042,4.70419,3.92493,276,239
17226,4.62958,4.18882,257,240
27708,4.58912,4.86991,229,241
27627,4.56753,3.75829,290,242
108745,4.54751,4.09535,264,243
271055,4.51884,4.91201,227,244
245655,4.51215,4.79832,231,245
128671,4.49031,4.22549,254,246
203993,4.46959,4.99663,223,247
2398,4.46348,4.19199,255,248
230253,4.43401,4.18954,256,249
131357,4.43113,3.51812,312,250
712,4.40107,4.28442,251,251
169255,4.39647,4.3908,248,252
699,4.36467,3.55266,311,253
241451,4.36426,4.71681,237,254
97207,4.36306,4.39665,247,255
121288,4.33843,4.13075,262,256
271324,4.32036,4.18354,258,257
233398,4.31101,5.07933,221,258
54043,4.22648,3.46775,316,259
232832,4.22245,3.6716,296,260
107529,4.21703,3.88931,282,261
21241,4.21585,3.87168,283,262
47,4.1979,3.89936,280,263
186751,4.17975,4.55138,241,264
27833,4.16857,4.9765,224,265
124708,4.12618,3.46178,317,266
232405,4.07046,3.89965,279,267
169427,4.06354,4.33551,250,268
109276,4.06193,4.79648,232,269
48726,4.05857,3.63446,300,270
133038,4.05307,3.86676,284,271
38159,4.00196,3.68796,294,272
205359,3.97694,3.99962,272,273
91312,3.9624,3.19197,338,274
324856,3.93641,4.92226,226,275
127398,3.92866,3.57063,309,276
22545,3.91319,4.26477,252,277
58281,3.90942,4.07745,266,278
196340,3.89027,4.5143,242,279
196326,3.88485,3.39257,321,280
199478,3.88353,3.67241,295,281
137988,3.8802,3.44053,318,282
92415,3.87642,3.27591,327,283
6472,3.86643,3.59967,305,284
244992,3.8187,3.70046,293,285
146791,3.81485,4.00585,270,286
51,3.793,3.5896,307,287
22827,3.78915,3.60677,303,288
198994,3.77895,3.02312,348,289
212445,3.7753,4.1153,263,290
285967,3.77417,3.92274,277,291
478,3.7639,2.85986,369,292
270633,3.72308,4.1339,261,293
291572,3.71823,3.89561,281,294
170771,3.71628,3.50042,315,295
1353,3.71089,4.05882,267,296
283948,3.69955,4.43132,245,297
271896,3.66398,3.33769,325,298
21050,3.65041,4.43614,243,299
18833,3.63996,3.72741,292,300
302723,3.61393,3.90148,278,301
11170,3.58533,3.64927,298,302
280794,3.58488,3.63675,299,303
154203,3.57573,3.25361,330,304
150997,3.56823,3.74722,291,305
199561,3.51522,2.97622,352,306
328871,3.50586,3.92825,275,307
202426,3.46952,3.82826,286,308
165722,3.46748,3.55803,310,309
222509,3.46291,3.39191,322,310
5,3.44678,3.22443,335,311
217372,3.43696,3.25713,329,312
192291,3.43642,2.75041,378,313
71,3.42065,3.59676,306,314
146439,3.41339,3.3902,323,315
316377,3.40889,3.23123,334,316
279537,3.40552,3.81211,287,317
925,3.37528,3.139,339,318
224710,3.36264,2.91741,361,319
14105,3.35792,3.95654,274,320
274364,3.35467,3.62637,301,321
118048,3.34497,3.29447,326,322
555,3.32177,3.77757,289,323
231733,3.30171,3.99604,273,324
421,3.30147,3.99991,271,325
3,3.30143,3.23392,332,326
40765,3.28195,3.61045,302,327
36553,3.27581,3.836,285,328
163839,3.25172,3.51652,313,329
172818,3.24016,2.87504,366,330
209685,3.23096,2.60961,390,331
2653,3.21289,2.43823,418,332
317985,3.21271,4.05654,268,333
198773,3.20697,2.92953,359,334
263918,3.19985,2.95951,353,335
233867,3.1878,2.82165,371,336
287954,3.18702,2.9579,354,337
257501,3.16585,3.27578,328,338
760,3.1599,3.03226,347,339
21348,3.14222,2.93607,358,340
254640,3.13992,3.37455,324,341
161866,3.09449,2.71788,381,342
172225,3.07909,2.44305,417,343
13122,3.07862,4.0852,265,344
156546,3.07093,3.12882,340,345
285192,3.06993,3.24857,331,346
244522,3.05947,2.95139,355,347
9216,3.04901,3.67142,297,348
179803,3.04772,3.01179,350,349
158889,3.03622,3.51221,314,350
296151,3.01538,3.21818,336,351
104006,3.00941,2.91329,362,352
160477,2.99652,2.59027,393,353
179172,2.97631,2.78193,375,354
35052,2.97339,2.79116,373,355
17392,2.97201,3.60071,304,356
203420,2.96624,3.42579,320,357
2397,2.94961,2.6356,386,358
20437,2.93859,2.86781,367,359
153016,2.91091,3.12666,341,360
172242,2.90027,2.30349,445,361
262211,2.89949,3.20994,337,362
1,2.8898,3.57528,308,363
143519,2.88811,2.56773,396,364
19777,2.87395,3.79034,288,365
91,2.86205,3.42948,319,366
320,2.86058,2.44418,415,367
242302,2.8544,2.64252,384,368
50,2.8223,2.47336,410,369
224783,2.81131,3.04111,346,370
148261,2.80852,2.64743,383,371
113294,2.76871,2.45587,414,372
2065,2.76,2.61598,388,373
1513,2.75762,2.92395,360,374
283155,2.75186,2.46102,413,375
240980,2.74101,2.75974,377,376
123123,2.70872,2.94222,356,377
243,2.70359,2.93674,357,378
151347,2.70068,2.98814,351,379
30618,2.69969,3.06466,343,380
97786,2.69526,2.39282,426,381
173064,2.68766,3.0536,344,382
204583,2.68345,2.12949,480,383
202670,2.68062,2.22377,461,384
155703,2.66115,2.32148,441,385
158600,2.65349,2.4225,421,386
122522,2.64614,2.15868,474,387
150,2.61802,2.59832,392,388
308765,2.61142,3.2325,333,389
100901,2.60378,2.2623,450,390
127060,2.60209,2.90859,363,391
714,2.59685,2.12288,481,392
205398,2.56833,1.98454,511,393
73171,2.5617,2.87757,365,394
11,2.56165,2.14195,477,395
144797,2.55887,2.89345,364,396
82421,2.55866,2.84153,370,397
2122,2.55773,2.56441,398,398
1927,2.55766,1.93901,518,399
1270,2.50397,2.37978,427,400
294484,2.4975,2.73463,380,401
2163,2.49374,2.55396,400,402
268864,2.4846,2.54522,401,403
82420,2.47451,2.74708,379,404
277085,2.46107,2.19887,465,405
232414,2.45501,2.35663,435,406
69789,2.45013,2.1402,478,407
193949,2.443,2.56072,399,408
273330,2.43701,2.32779,439,409
239942,2.43644,2.53593,403,410
15,2.43376,2.35921,433,411
25021,2.41736,3.0493,345,412
70919,2.41189,1.81262,545,413
3955,2.41173,1.74642,566,414
146278,2.39397,2.41449,423,415
195539,2.3911,2.41252,424,416
265188,2.38855,3.02231,349,417
260428,2.37687,2.50079,406,418
297562,2.36735,2.574,395,419
875,2.36621,3.08341,342,420
36932,2.3613,2.47311,411,421
283317,2.3586,2.42439,420,422
157969,2.356,1.88875,533,423
175324,2.3444,2.30662,444,424
187617,2.32687,2.60771,391,425
146886,2.32573,2.76854,376,426
286751,2.32299,2.1936,466,427
296345,2.31857,2.3995,425,428
184424,2.31389,2.86147,368,429
79828,2.31315,2.63983,385,430
234,2.30928,2.82055,372,431
192458,2.30272,2.56516,397,432
197405,2.29737,2.21293,464,433
140620,2.29484,2.37798,428,434
192153,2.27812,1.82852,543,435
222514,2.27383,2.46847,412,436
1634,2.27331,2.24762,452,437
184151,2.2644,2.34332,437,438
1301,2.25781,2.50134,405,439
144344,2.25183,2.61848,387,440
119890,2.24366,2.21568,462,441
282524,2.24266,2.0527,493,442
160010,2.24236,2.27461,448,443
182340,2.23957,2.61205,389,444
227456,2.23826,2.04984,495,445
54,2.23712,2.16722,472,446
39683,2.23113,2.37771,429,447
134726,2.21308,1.91724,527,448
31594,2.21224,2.48139,409,449
26990,2.195,2.54269,402,450
135382,2.19054,2.29408,446,451
223931,2.18758,2.32075,442,452
165838,2.18159,2.42165,422,453
246784,2.17695,2.10306,486,454
111341,2.17585,2.782,374,455
158899,2.17464,1.64385,600,456
220877,2.17364,2.48498,408,457
29368,2.17251,1.90393,529,458
274637,2.17223,2.34489,436,459
123540,2.17221,1.65354,597,460
90137,2.17177,2.03154,502,461
184921,2.16808,2.03159,501,462
133848,2.16345,2.1033,485,463
25417,2.15946,2.1458,475,464
233571,2.15008,2.21495,463,465
248065,2.14772,2.0293,503,466
295770,2.13192,2.08316,490,467
188866,2.12485,2.18356,470,468
1915,2.11999,2.22929,459,469
172081,2.11734,1.91223,528,470
255664,2.10267,1.61236,615,471
176734,2.09621,2.58106,394,472
6830,2.09529,2.32916,438,473
152242,2.08899,1.80982,546,474
233312,2.08443,1.96412,513,475
256589,2.07899,2.04653,499,476
1198,2.07243,1.77298,556,477
134352,2.07124,1.86319,536,478
226522,2.07105,2.49945,407,479
27976,2.06907,2.17703,471,480
8217,2.06768,1.9972,508,481
113997,2.0672,2.23081,458,482
225885,2.06428,2.11875,482,483
299317,2.06259,2.22509,460,484
2393,2.06231,1.92921,522,485
156714,2.05265,2.14429,476,486
31999,2.05246,2.44408,416,487
300531,2.03639,2.09952,487,488
21133,2.0346,1.9942,510,489
169426,2.03248,1.92211,526,490
203416,2.0298,2.37537,430,491
135219,2.02876,2.24423,454,492
61692,2.02434,1.94233,517,493
172047,2.01576,1.93133,521,494
84419,2.01233,2.24773,451,495
140519,2.01059,1.99734,507,496
173442,2.00924,2.68974,382,497
295947,2.00729,2.09845,488,498
234669,2.00496,2.27714,447,499
9217,1.98621,2.10937,484,500
298047,1.98443,2.04854,496,501
37904,1.98023,1.59243,624,502
103886,1.97138,1.9955,509,503
18291,1.96562,2.16224,473,504
197070,1.96556,1.77777,553,505
24068,1.96149,1.63754,603,506
42776,1.96141,1.89637,530,507
929,1.95875,1.54732,638,508
66589,1.94575,2.35784,434,509
136888,1.93697,2.04731,498,510
151022,1.93604,2.30777,443,511
24480,1.93132,1.85659,537,512
318977,1.9229,2.18715,469,513
27162,1.91991,1.68466,587,514
28181,1.91884,2.42706,419,515
4390,1.91531,1.71669,576,516
148319,1.89888,1.97241,512,517
20963,1.88641,1.72698,572,518
281655,1.87681,2.26796,449,519
163967,1.87348,1.5591,630,520
40354,1.87245,2.50148,404,521
3201,1.86554,1.92399,524,522
155987,1.86486,1.68961,586,523
300322,1.86365,2.37215,431,524
198830,1.86243,1.95136,515,525
42052,1.85924,2.23082,457,526
219217,1.85885,1.71888,574,527
198953,1.85611,2.35962,432,528
40529,1.849,2.01507,504,529
62222,1.84116,2.24451,453,530
295486,1.83826,2.09728,489,531
128271,1.83631,2.32666,440,532
6901,1.82729,1.79602,549,533
232918,1.82138,1.61209,616,534
176494,1.82132,1.69841,580,535
1293,1.80568,1.548,636,536
168584,1.79998,1.60972,618,537
41066,1.79649,2.19008,467,538
1540,1.78757,1.68035,591,539
214880,1.78749,2.23891,456,540
223040,1.77212,1.74025,567,541
63628,1.76953,1.76606,558,542
31730,1.76814,2.01456,505,543
301880,1.76308,1.83696,542,544
206480,1.76029,2.18799,468,545
218479,1.75447,2.04823,497,546
108784,1.74907,1.78381,551,547
274638,1.74733,1.89589,531,548
197831,1.74715,1.60373,620,549
144189,1.74645,2.11567,483,550
153938,1.74273,1.31671,709,551
45,1.74198,1.5932,623,552
108018,1.73398,1.76235,560,553
17223,1.73083,1.58144,627,554
175095,1.72968,1.92853,523,555
270844,1.7156,1.75003,563,556
1465,1.71466,1.48301,656,557
156689,1.71179,1.70284,579,558
131014,1.70989,1.72791,571,559
170416,1.70633,1.65028,598,560
152470,1.70551,1.84832,538,561
2453,1.68704,1.40335,673,562
297030,1.68568,1.93671,519,563
128780,1.6847,2.24086,455,564
256730,1.68305,2.00101,506,565
129459,1.68095,1.96139,514,566
262941,1.67968,2.13992,479,567
216734,1.67622,1.67954,593,568
234277,1.6756,1.94628,516,569
167400,1.6756,1.58368,626,570
228341,1.6652,2.04016,500,571
55829,1.66436,1.61532,613,572
218074,1.66364,2.05336,492,573
172,1.65424,1.60622,619,574
22192,1.65023,1.42486,669,575
103,1.64188,1.63077,608,576
31563,1.64165,1.69581,583,577
104363,1.64131,1.57614,628,578
306735,1.63789,1.76864,557,579
207243,1.63682,1.75637,562,580
156776,1.63577,1.62793,609,581
234671,1.63151,1.81392,544,582
230791,1.62977,1.73062,569,583
304783,1.62694,1.87055,534,584
269207,1.62573,1.48117,657,585
55670,1.61933,1.93319,520,586
332800,1.61221,1.74916,564,587
291794,1.61179,1.77624,554,588
24508,1.61037,1.65777,596,589
91872,1.60932,1.52727,644,590
130960,1.6019,2.06556,491,591
181530,1.59981,1.53424,641,592
202077,1.59916,1.57304,629,593
47185,1.59814,1.5565,633,594
117915,1.59619,1.76229,561,595
10093,1.58889,1.36204,689,596
136063,1.58855,1.32229,703,597
79127,1.58623,1.76379,559,598
190082,1.57892,1.52024,649,599
2471,1.5755,1.31137,714,600
18098,1.57403,2.05253,494,601
219100,1.57286,1.67678,594,602
318184,1.57064,1.84586,539,603
125678,1.56925,1.30246,715,604
166384,1.56617,1.42604,668,605
163602,1.56339,1.46301,661,606
158435,1.55662,1.73201,568,607
218603,1.55161,1.3171,708,608
2346,1.54996,1.79994,548,609
168917,1.54886,1.35938,690,610
100423,1.54572,1.22058,756,611
65532,1.5457,1.5259,645,612
245638,1.54418,1.83863,541,613
116998,1.54256,1.64768,599,614
204472,1.54248,1.37222,683,615
823,1.54228,1.47988,659,616
95064,1.54178,1.5321,642,617
230889,1.54053,1.69696,582,618
194607,1.53324,1.31138,713,619
89409,1.5303,1.67239,595,620
256952,1.52335,1.68205,590,621
148575,1.52216,1.62431,610,622
233868,1.5188,1.54888,635,623
66356,1.51385,1.4308,667,624
22,1.51031,1.64284,601,625
340466,1.505,1.69139,584,626
256382,1.49849,1.26269,736,627
260605,1.49568,1.39958,674,628
143693,1.49204,1.63909,602,629
131111,1.49145,1.69069,585,630
9823,1.49055,1.68023,592,631
300300,1.4851,1.61936,611,632
290359,1.48507,1.60157,621,633
8098,1.48423,1.24137,745,634
95527,1.48381,1.89082,532,635
209778,1.48285,1.33875,699,636
242722,1.48048,1.84343,540,637
85897,1.47972,1.63243,607,638
259061,1.47921,1.3789,680,639
172737,1.47822,1.92217,525,640
234487,1.47608,1.59331,622,641
144592,1.46824,1.80396,547,642
176920,1.46755,1.29952,717,643
139771,1.46532,1.4809,658,644
227460,1.46365,1.78212,552,645
141517,1.46098,1.77448,555,646
151004,1.45829,1.28212,726,647
151007,1.45492,1.49825,653,648
3307,1.45359,1.79018,550,649
240271,1.45165,1.52212,648,650
59946,1.44366,1.34351,697,651
66056,1.44105,1.31359,711,652
939,1.4403,1.86869,535,653
194594,1.43932,1.17332,784,654
210232,1.43344,1.50162,652,655
223376,1.42759,1.44329,666,656
132028,1.42576,1.72361,573,657
143884,1.42468,1.05733,847,658
304420,1.41825,1.68349,589,659
195162,1.41618,1.27214,729,660
225167,1.40385,1.25196,739,661
16992,1.40373,1.01352,876,662
87890,1.3947,1.50749,651,663
281442,1.39031,1.5239,647,664
246192,1.38986,1.26347,735,665
11971,1.38762,1.22339,754,666
256999,1.38151,1.61068,617,667
206718,1.38126,1.36737,687,668
329465,1.37895,1.24753,742,669
119506,1.37422,1.69832,581,670
193621,1.37146,1.20783,761,671
24800,1.37046,1.61552,612,672
104710,1.36929,1.26971,731,673
24310,1.36829,1.06293,842,674
212346,1.36319,1.45333,663,675
140934,1.36289,1.29267,723,676
244114,1.35969,1.70871,578,677
33160,1.35963,1.51178,650,678
1234,1.35895,1.15152,793,679
150145,1.35785,1.35924,691,680
586,1.34841,1.68361,588,681
261393,1.34801,1.27049,730,682
37141,1.34601,1.72989,570,683
74,1.34523,1.18613,773,684
210296,1.34448,1.54766,637,685
156858,1.34059,1.38178,678,686
218421,1.33778,1.55443,634,687
475,1.33573,1.54111,640,688
145371,1.33409,1.71592,577,689
47055,1.33389,1.63615,604,690
2603,1.33075,1.32342,702,691
192455,1.33022,1.32085,704,692
169416,1.32755,1.35189,695,693
154825,1.32503,1.74832,565,694
6249,1.32434,1.13595,797,695
681,1.32148,1.0872,826,696
177802,1.32017,1.16447,785,697
9625,1.31952,1.63329,606,698
341169,1.31678,1.52559,646,699
160018,1.31254,1.18076,776,700
318182,1.31143,1.54496,639,701
159504,1.31051,1.31973,705,702
281466,1.30615,1.55881,631,703
161614,1.30361,1.41859,671,704
166669,1.30282,1.47509,660,705
271518,1.30161,1.1883,769,706
26997,1.29894,1.71808,575,707
2251,1.29731,1.40625,672,708
62227,1.29386,1.55709,632,709
98,1.29111,1.0704,836,710
284760,1.28703,1.16153,787,711
220,1.2744,1.17588,780,712
39953,1.27382,1.2652,734,713
151771,1.27258,1.31576,710,714
295564,1.27012,1.45051,664,715
67254,1.26939,1.36956,684,716
192836,1.26891,1.61384,614,717
195137,1.26079,1.36764,686,718
9674,1.26078,1.225,753,719
94902,1.26051,1.14105,796,720
154809,1.25897,1.63593,605,721
216201,1.25661,1.25139,740,722
174785,1.25552,1.44965,665,723
25554,1.25251,1.4608,662,724
171668,1.25184,1.13237,799,725
1111,1.25093,1.06886,838,726
1887,1.24904,1.21751,758,727
126100,1.24867,1.29796,718,728
3565,1.2485,1.2253,752,729
39339,1.24843,1.29655,720,730
22825,1.24842,1.24469,744,731
432,1.24683,0.997431,895,732
271060,1.23387,1.34079,698,733
314491,1.22794,1.25358,738,734
207729,1.22782,1.25791,737,735
205158,1.22734,1.1201,806,736
281946,1.22679,1.23229,748,737
293014,1.22662,1.34964,696,738
38823,1.22596,1.49694,654,739
285905,1.22583,1.29305,722,740
372,1.22315,1.17816,779,741
270239,1.22153,1.14675,794,742
33451,1.21972,1.01974,874,743
224597,1.21521,1.38499,677,744
3072,1.21006,1.18568,774,745
148203,1.20087,1.00982,881,746
284777,1.18753,1.31853,707,747
228328,1.18302,1.31913,706,748
224,1.1824,1.19208,768,749
69779,1.18159,1.5311,643,750
1258,1.17977,0.877114,969,751
268012,1.17976,1.22206,755,752
71061,1.17975,1.06315,841,753
17405,1.1785,1.58932,625,754
318472,1.17735,1.36348,688,755
29603,1.17503,1.37387,682,756
122294,1.17444,1.21913,757,757
174837,1.17188,1.39154,676,758
162007,1.16897,1.0691,837,759
170561,1.16736,1.09086,821,760
219215,1.16656,1.23774,747,761
184824,1.16276,1.37914,679,762
142379,1.1613,1.37447,681,763
125618,1.16114,1.00934,883,764
272453,1.16083,1.28177,727,765
95103,1.16074,1.05867,845,766
203417,1.15913,1.35606,692,767
30645,1.15742,1.30146,716,768
102548,1.15551,0.999426,892,769
198740,1.14721,1.02516,868,770
290484,1.14584,1.22729,751,771
21523,1.14485,1.02366,871,772
71721,1.1446,1.02544,867,773
171726,1.14244,1.35595,693,774
299047,1.14218,1.03917,858,775
1035,1.14171,1.17995,777,776
3720,1.13411,1.24708,743,777
9364,1.13335,1.22736,750,778
257518,1.13144,1.39312,675,779
5404,1.13013,1.28548,725,780
313010,1.12377,1.00592,888,781
133473,1.12305,0.84814,1000,782
53953,1.12214,1.09764,818,783
43570,1.11737,1.00708,887,784
128996,1.11692,1.492,655,785
150658,1.1138,1.05055,851,786
325635,1.11197,1.20574,763,787
242,1.10956,0.958224,907,788
248949,1.10333,1.09493,820,789
246684,1.10045,1.33749,700,790
311193,1.10041,1.35277,694,791
528,1.09941,1.20362,764,792
187687,1.09709,1.18239,775,793
269210,1.0954,1.20579,762,794
193428,1.09303,1.09057,822,795
58421,1.09108,1.3693,685,796
66510,1.09097,0.932786,925,797
192457,1.09081,1.04677,854,798
12942,1.09005,0.968714,903,799
16747,1.0896,1.29664,719,800
15363,1.08954,1.13055,802,801
4192,1.0886,1.02486,870,802
23953,1.08393,1.24057,746,803
258036,1.08201,1.02841,863,804
281515,1.08196,1.1629,786,805
285984,1.08125,1.08796,825,806
207830,1.08012,0.896243,955,807
262543,1.07894,1.08593,828,808
21763,1.07867,0.956087,909,809
137408,1.07861,1.2863,724,810
31759,1.07803,1.10089,814,811
245654,1.07622,0.941267,918,812
185538,1.07479,1.19933,765,813
278,1.07444,1.00566,889,814
36235,1.0721,1.15198,792,815
7717,1.07106,1.02797,864,816
6866,1.0707,1.21087,760,817
225244,1.06944,1.09532,819,818
11825,1.05681,1.2674,733,819
143741,1.05473,0.772592,1077,820
158275,1.05464,1.12963,803,821
41863,1.0546,0.898903,953,822
38713,1.0489,1.17817,778,823
27225,1.04776,0.853116,993,824
503,1.04734,1.08911,824,825
226320,1.04589,0.922951,934,826
256226,1.04491,0.927653,932,827
